ST,State,County State,County,CoC Number,FIPS ID
ND,North Dakota,"Sheridan County, North Dakota",Sheridan,ND-500,38083
ND,North Dakota,"Sioux County, North Dakota",Sioux,ND-500,38085
ND,North Dakota,"Slope County, North Dakota",Slope,ND-500,38087
ND,North Dakota,"Stark County, North Dakota",Stark,ND-500,38089
ND,North Dakota,"Steele County, North Dakota",Steele,ND-500,38091
ND,North Dakota,"Stutsman County, North Dakota",Stutsman,ND-500,38093
ND,North Dakota,"Towner County, North Dakota",Towner,ND-500,38095
ND,North Dakota,"Traill County, North Dakota",Traill,ND-500,38097
ND,North Dakota,"Walsh County, North Dakota",Walsh,ND-500,38099
ND,North Dakota,"Ward County, North Dakota",Ward,ND-500,38101
ND,North Dakota,"Wells County, North Dakota",Wells,ND-500,38103
ND,North Dakota,"Williams County, North Dakota",Williams,ND-500,38105
OH,Ohio,"Adams County, Ohio",Adams,OH-507,39001
OH,Ohio,"Allen County, Ohio",Allen,OH-507,39003
OH,Ohio,"Ashland County, Ohio",Ashland,OH-507,39005
OH,Ohio,"Ashtabula County, Ohio",Ashtabula,OH-507,39007
OH,Ohio,"Athens County, Ohio",Athens,OH-507,39009
OH,Ohio,"Auglaize County, Ohio",Auglaize,OH-507,39011
OH,Ohio,"Belmont County, Ohio",Belmont,OH-507,39013
OH,Ohio,"Brown County, Ohio",Brown,OH-507,39015
OH,Ohio,"Butler County, Ohio",Butler,OH-507,39017
OH,Ohio,"Carroll County, Ohio",Carroll,OH-507,39019
OH,Ohio,"Champaign County, Ohio",Champaign,OH-507,39021
OH,Ohio,"Clark County, Ohio",Clark,OH-507,39023
OH,Ohio,"Clermont County, Ohio",Clermont,OH-507,39025
OH,Ohio,"Clinton County, Ohio",Clinton,OH-507,39027
OH,Ohio,"Columbiana County, Ohio",Columbiana,OH-507,39029
OH,Ohio,"Coshocton County, Ohio",Coshocton,OH-507,39031
OH,Ohio,"Crawford County, Ohio",Crawford,OH-507,39033
OH,Ohio,"Cuyahoga County, Ohio",Cuyahoga,OH-502,39035
OH,Ohio,"Darke County, Ohio",Darke,OH-507,39037
OH,Ohio,"Defiance County, Ohio",Defiance,OH-507,39039
OH,Ohio,"Delaware County, Ohio",Delaware,OH-507,39041
OH,Ohio,"Erie County, Ohio",Erie,OH-507,39043
OH,Ohio,"Fairfield County, Ohio",Fairfield,OH-507,39045
OH,Ohio,"Fayette County, Ohio",Fayette,OH-507,39047
OH,Ohio,"Franklin County, Ohio",Franklin,OH-503,39049
OH,Ohio,"Fulton County, Ohio",Fulton,OH-507,39051
OH,Ohio,"Gallia County, Ohio",Gallia,OH-507,39053
OH,Ohio,"Geauga County, Ohio",Geauga,OH-507,39055
OH,Ohio,"Greene County, Ohio",Greene,OH-507,39057
OH,Ohio,"Guernsey County, Ohio",Guernsey,OH-507,39059
OH,Ohio,"Hamilton County, Ohio",Hamilton,OH-500,39061
OH,Ohio,"Hancock County, Ohio",Hancock,OH-507,39063
OH,Ohio,"Hardin County, Ohio",Hardin,OH-507,39065
OH,Ohio,"Harrison County, Ohio",Harrison,OH-507,39067
OH,Ohio,"Henry County, Ohio",Henry,OH-507,39069
OH,Ohio,"Highland County, Ohio",Highland,OH-507,39071
OH,Ohio,"Hocking County, Ohio",Hocking,OH-507,39073
OH,Ohio,"Holmes County, Ohio",Holmes,OH-507,39075
OH,Ohio,"Huron County, Ohio",Huron,OH-507,39077
OH,Ohio,"Jackson County, Ohio",Jackson,OH-507,39079
OH,Ohio,"Jefferson County, Ohio",Jefferson,OH-507,39081
OH,Ohio,"Knox County, Ohio",Knox,OH-507,39083
OH,Ohio,"Lake County, Ohio",Lake,OH-507,39085
OH,Ohio,"Lawrence County, Ohio",Lawrence,OH-507,39087
OH,Ohio,"Licking County, Ohio",Licking,OH-507,39089
OH,Ohio,"Logan County, Ohio",Logan,OH-507,39091
OH,Ohio,"Lorain County, Ohio",Lorain,OH-507,39093
OH,Ohio,"Lucas County, Ohio",Lucas,OH-501,39095
OH,Ohio,"Madison County, Ohio",Madison,OH-507,39097
OH,Ohio,"Mahoning County, Ohio",Mahoning,OH-504,39099
OH,Ohio,"Marion County, Ohio",Marion,OH-507,39101
OH,Ohio,"Medina County, Ohio",Medina,OH-507,39103
OH,Ohio,"Meigs County, Ohio",Meigs,OH-507,39105
OH,Ohio,"Mercer County, Ohio",Mercer,OH-507,39107
OH,Ohio,"Miami County, Ohio",Miami,OH-507,39109
OH,Ohio,"Monroe County, Ohio",Monroe,OH-507,39111
OH,Ohio,"Montgomery County, Ohio",Montgomery,OH-505,39113
OH,Ohio,"Morgan County, Ohio",Morgan,OH-507,39115
OH,Ohio,"Morrow County, Ohio",Morrow,OH-507,39117
OH,Ohio,"Muskingum County, Ohio",Muskingum,OH-507,39119
OH,Ohio,"Noble County, Ohio",Noble,OH-507,39121
OH,Ohio,"Ottawa County, Ohio",Ottawa,OH-507,39123
OH,Ohio,"Paulding County, Ohio",Paulding,OH-507,39125
OH,Ohio,"Perry County, Ohio",Perry,OH-507,39127
OH,Ohio,"Pickaway County, Ohio",Pickaway,OH-507,39129
OH,Ohio,"Pike County, Ohio",Pike,OH-507,39131
OH,Ohio,"Portage County, Ohio",Portage,OH-507,39133
OH,Ohio,"Preble County, Ohio",Preble,OH-507,39135
OH,Ohio,"Putnam County, Ohio",Putnam,OH-507,39137
OH,Ohio,"Richland County, Ohio",Richland,OH-507,39139
OH,Ohio,"Ross County, Ohio",Ross,OH-507,39141
OH,Ohio,"Sandusky County, Ohio",Sandusky,OH-507,39143
OH,Ohio,"Scioto County, Ohio",Scioto,OH-507,39145
OH,Ohio,"Seneca County, Ohio",Seneca,OH-507,39147
OH,Ohio,"Shelby County, Ohio",Shelby,OH-507,39149
OH,Ohio,"Stark County, Ohio",Stark,OH-508,39151
OH,Ohio,"Summit County, Ohio",Summit,OH-506,39153
OH,Ohio,"Trumbull County, Ohio",Trumbull,OH-507,39155
OH,Ohio,"Tuscarawas County, Ohio",Tuscarawas,OH-507,39157
OH,Ohio,"Union County, Ohio",Union,OH-507,39159
OH,Ohio,"Van Wert County, Ohio",Van Wert,OH-507,39161
OH,Ohio,"Vinton County, Ohio",Vinton,OH-507,39163
OH,Ohio,"Warren County, Ohio",Warren,OH-507,39165
OH,Ohio,"Washington County, Ohio",Washington,OH-507,39167
OH,Ohio,"Wayne County, Ohio",Wayne,OH-507,39169
OH,Ohio,"Williams County, Ohio",Williams,OH-507,39171
OH,Ohio,"Wood County, Ohio",Wood,OH-507,39173
OH,Ohio,"Wyandot County, Ohio",Wyandot,OH-507,39175
OK,Oklahoma,"Adair County, Oklahoma",Adair,OK-505,40001
OK,Oklahoma,"Alfalfa County, Oklahoma",Alfalfa,OK-503,40003
OK,Oklahoma,"Atoka County, Oklahoma",Atoka,OK-507,40005
OK,Oklahoma,"Beaver County, Oklahoma",Beaver,OK-503,40007
OK,Oklahoma,"Beckham County, Oklahoma",Beckham,OK-506,40009
OK,Oklahoma,"Blaine County, Oklahoma",Blaine,OK-503,40011
OK,Oklahoma,"Bryan County, Oklahoma",Bryan,OK-507,40013
OK,Oklahoma,"Caddo County, Oklahoma",Caddo,OK-506,40015
OK,Oklahoma,"Canadian County, Oklahoma",Canadian,OK-502,40017
OK,Oklahoma,"Canadian County, Oklahoma",Canadian,OK-503,40017
OK,Oklahoma,"Carter County, Oklahoma",Carter,OK-507,40019
OK,Oklahoma,"Cherokee County, Oklahoma",Cherokee,OK-505,40021
OK,Oklahoma,"Choctaw County, Oklahoma",Choctaw,OK-507,40023
OK,Oklahoma,"Cimarron County, Oklahoma",Cimarron,OK-503,40025
OK,Oklahoma,"Cleveland County, Oklahoma",Cleveland,OK-502,40027
OK,Oklahoma,"Cleveland County, Oklahoma",Oaklahoma,OK-503,40027
OK,Oklahoma,"Coal County, Oklahoma",Coal,OK-507,40029
OK,Oklahoma,"Comanche County, Oklahoma",Comanche,OK-506,40031
OK,Oklahoma,"Cotton County, Oklahoma",Cotton,OK-506,40033
OK,Oklahoma,"Craig County, Oklahoma",Craig,OK-505,40035
OK,Oklahoma,"Creek County, Oklahoma",Creek,OK-500,40037
OK,Oklahoma,"Custer County, Oklahoma",Custer,OK-503,40039
OK,Oklahoma,"Delaware County, Oklahoma",Delaware,OK-505,40041
OK,Oklahoma,"Dewey County, Oklahoma",Dewey,OK-503,40043
OK,Oklahoma,"Ellis County, Oklahoma",Ellis,OK-503,40045
OK,Oklahoma,"Garfield County, Oklahoma",Garfield,OK-500,40047
OK,Oklahoma,"Garvin County, Oklahoma",Garvin,OK-506,40049
OK,Oklahoma,"Grady County, Oklahoma",Grady,OK-506,40051
OK,Oklahoma,"Grant County, Oklahoma",Grant,OK-500,40053
OK,Oklahoma,"Greer County, Oklahoma",Greer,OK-506,40055
OK,Oklahoma,"Harmon County, Oklahoma",Harmon,OK-506,40057
OK,Oklahoma,"Harper County, Oklahoma",Harper,OK-503,40059
OK,Oklahoma,"Haskell County, Oklahoma",Haskell,OK-507,40061
OK,Oklahoma,"Hughes County, Oklahoma",Hughes,OK-507,40063
OK,Oklahoma,"Jackson County, Oklahoma",Jackson,OK-506,40065
OK,Oklahoma,"Jefferson County, Oklahoma",Jefferson,OK-506,40067
OK,Oklahoma,"Johnston County, Oklahoma",Johnston,OK-507,40069
OK,Oklahoma,"Kay County, Oklahoma",Kay,OK-500,40071
OK,Oklahoma,"Kingfisher County, Oklahoma",Kingfisher,OK-503,40073
OK,Oklahoma,"Kiowa County, Oklahoma",Kiowa,OK-506,40075
OK,Oklahoma,"Latimer County, Oklahoma",Latimer,OK-507,40077
OK,Oklahoma,"Le Flore County, Oklahoma",Le Flore,OK-507,40079
OK,Oklahoma,"Lincoln County, Oklahoma",Lincoln,OK-503,40081
OK,Oklahoma,"Logan County, Oklahoma",Logan,OK-503,40083
OK,Oklahoma,"Love County, Oklahoma",Love,OK-507,40085
OK,Oklahoma,"Major County, Oklahoma",Major,OK-503,40093
OK,Oklahoma,"Marshall County, Oklahoma",Marshall,OK-507,40095
OK,Oklahoma,"Mayes County, Oklahoma",Mayes,OK-505,40097
OK,Oklahoma,"McClain County, Oklahoma",McClain,OK-506,40087
OK,Oklahoma,"McCurtain County, Oklahoma",McCurtain,OK-507,40089
OK,Oklahoma,"McIntosh County, Oklahoma",McIntosh,OK-507,40091
OK,Oklahoma,"Murray County, Oklahoma",Murray,OK-507,40099
OK,Oklahoma,"Muskogee County, Oklahoma",Muskogee,OK-507,40101
OK,Oklahoma,"Noble County, Oklahoma",Noble,OK-500,40103
OK,Oklahoma,"Nowata County, Oklahoma",Nowata,OK-505,40105
OK,Oklahoma,"Okfuskee County, Oklahoma",Okfuskee,OK-507,40107
OK,Oklahoma,"Oklahoma County, Oklahoma",Cleveland,OK-504,40027
OK,Oklahoma,"Oklahoma County, Oklahoma",Oklahoma,OK-502,40109
OK,Oklahoma,"Okmulgee County, Oklahoma",Okmulgee,OK-507,40111
OK,Oklahoma,"Osage County, Oklahoma",Osage,OK-500,40113
OK,Oklahoma,"Ottawa County, Oklahoma",Ottawa,OK-505,40115
OK,Oklahoma,"Pawnee County, Oklahoma",Pawnee,OK-500,40117
OK,Oklahoma,"Payne County, Oklahoma",Payne,OK-500,40119
OK,Oklahoma,"Pittsburg County, Oklahoma",Pittsburg,OK-507,40121
OK,Oklahoma,"Pontotoc County, Oklahoma",Pontotoc,OK-507,40123
OK,Oklahoma,"Pottawatomie County, Oklahoma",Pottawatomie,OK-503,40125
OK,Oklahoma,"Pushmataha County, Oklahoma",Pushmataha,OK-507,40127
OK,Oklahoma,"Roger Mills County, Oklahoma",Roger Mills,OK-506,40129
OK,Oklahoma,"Rogers County, Oklahoma",Rogers,OK-505,40131
OK,Oklahoma,"Seminole County, Oklahoma",Seminole,OK-503,40133
OK,Oklahoma,"Sequoyah County, Oklahoma",Sequoyah,OK-505,40135
OK,Oklahoma,"Stephens County, Oklahoma",Stephens,OK-506,40137
OK,Oklahoma,"Texas County, Oklahoma",Texas,OK-503,40139
OK,Oklahoma,"Tillman County, Oklahoma",Tillman,OK-506,40141
OK,Oklahoma,"Tulsa County, Oklahoma",Tulsa,OK-501,40143
OK,Oklahoma,"Wagoner County, Oklahoma",Wagoner,OK-505,40145
OK,Oklahoma,"Washington County, Oklahoma",Washington,OK-505,40147
OK,Oklahoma,"Washita County, Oklahoma",Washita,(none),40149
OK,Oklahoma,"Woods County, Oklahoma",Woods,OK-503,40151
OK,Oklahoma,"Woodward County, Oklahoma",Woodward,OK-503,40153
OR,Oregon,"Baker County, Oregon",Baker,OR-505,41001
OR,Oregon,"Benton County, Oregon",Benton,OR-505,41003
OR,Oregon,"Clackamas County, Oregon",Clackamas,OR-507,41005
OR,Oregon,"Clatsop County, Oregon",Clatsop,OR-505,41007
OR,Oregon,"Columbia County, Oregon",Columbia,OR-505,41009
OR,Oregon,"Coos County, Oregon",Coos,OR-505,41011
OR,Oregon,"Crook County, Oregon",Crook,OR-503,41013
OR,Oregon,"Curry County, Oregon",Curry,OR-505,41015
OR,Oregon,"Deschutes County, Oregon",Deschutes,OR-503,41017
OR,Oregon,"Douglas County, Oregon",Douglas,OR-505,41019
OR,Oregon,"Gilliam County, Oregon",Gilliam,OR-505,41021
OR,Oregon,"Grant County, Oregon",Grant,OR-505,41023
OR,Oregon,"Harney County, Oregon",Harney,OR-505,41025
OR,Oregon,"Hood River County, Oregon",Hood River,OR-505,41027
OR,Oregon,"Jackson County, Oregon",Jackson,OR-502,41029
OR,Oregon,"Jefferson County, Oregon",Jefferson,OR-503,41031
OR,Oregon,"Josephine County, Oregon",Josephine,OR-505,41033
OR,Oregon,"Klamath County, Oregon",Klamath,OR-505,41035
OR,Oregon,"Lake County, Oregon",Lake,OR-505,41037
OR,Oregon,"Lane County, Oregon",Lane,OR-500,41039
OR,Oregon,"Lincoln County, Oregon",Lincoln,OR-505,41041
OR,Oregon,"Linn County, Oregon",Linn,OR-505,41043
OR,Oregon,"Malheur County, Oregon",Malheur,OR-505,41045
OR,Oregon,"Marion County, Oregon",Marion,OR-505,41047
OR,Oregon,"Morrow County, Oregon",Morrow,OR-505,41049
OR,Oregon,"Multnomah County, Oregon",Multnomah,OR-501,41051
OR,Oregon,"Polk County, Oregon",Polk,OR-505,41053
OR,Oregon,"Sherman County, Oregon",Sherman,OR-505,41055
OR,Oregon,"Tillamook County, Oregon",Tillamook,OR-505,41057
OR,Oregon,"Umatilla County, Oregon",Umatilla,OR-505,41059
OR,Oregon,"Union County, Oregon",Union,OR-505,41061
OR,Oregon,"Wallowa County, Oregon",Wallowa,OR-505,41063
OR,Oregon,"Wasco County, Oregon",Wasco,OR-505,41065
OR,Oregon,"Washington County, Oregon",Washington,OR-506,41067
OR,Oregon,"Wheeler County, Oregon",Wheeler,OR-505,41069
OR,Oregon,"Yamhill County, Oregon",Yamhill,OR-505,41071
PA,Pennsylvania,"Adams County, Pennsylvania",Adams,PA-509,42001
PA,Pennsylvania,"Allegheny County, Pennsylvania",Allegheny,PA-600,42003
PA,Pennsylvania,"Armstrong County, Pennsylvania",Armstrong,PA-601,42005
PA,Pennsylvania,"Beaver County, Pennsylvania",Beaver,PA-603,42007
PA,Pennsylvania,"Bedford County, Pennsylvania",Bedford,PA-509,42009
PA,Pennsylvania,"Berks County, Pennsylvania",Berks,PA-506,42011
PA,Pennsylvania,"Blair County, Pennsylvania",Blair,PA-509,42013
PA,Pennsylvania,"Bradford County, Pennsylvania",Bradford,PA-509,42015
PA,Pennsylvania,"Bucks County, Pennsylvania",Bucks,PA-511,42017
PA,Pennsylvania,"Butler County, Pennsylvania",Butler,PA-601,42019
PA,Pennsylvania,"Cambria County, Pennsylvania",Cambria,PA-509,42021
PA,Pennsylvania,"Cameron County, Pennsylvania",Cameron,PA-601,42023
PA,Pennsylvania,"Carbon County, Pennsylvania",Carbon,PA-509,42025
PA,Pennsylvania,"Centre County, Pennsylvania",Centre,PA-509,42027
PA,Pennsylvania,"Chester County, Pennsylvania",Chester,PA-505,42029
PA,Pennsylvania,"Clarion County, Pennsylvania",Clarion,PA-601,42031
PA,Pennsylvania,"Clearfield County, Pennsylvania",Clearfield,PA-601,42033
PA,Pennsylvania,"Clinton County, Pennsylvania",Clinton,PA-509,42035
PA,Pennsylvania,"Columbia County, Pennsylvania",Columbia,PA-509,42037
PA,Pennsylvania,"Crawford County, Pennsylvania",Crawford,PA-601,42039
PA,Pennsylvania,"Cumberland County, Pennsylvania",Cumberland,PA-509,42041
PA,Pennsylvania,"Dauphin County, Pennsylvania",Dauphin,PA-501,42043
PA,Pennsylvania,"Delaware County, Pennsylvania",Delaware,PA-502,42045
PA,Pennsylvania,"Elk County, Pennsylvania",Elk,PA-601,42047
PA,Pennsylvania,"Erie County, Pennsylvania",Erie,PA-605,42049
PA,Pennsylvania,"Fayette County, Pennsylvania",Fayette,PA-601,42051
PA,Pennsylvania,"Forest County, Pennsylvania",Forest,PA-601,42053
PA,Pennsylvania,"Franklin County, Pennsylvania",Franklin,PA-509,42055
PA,Pennsylvania,"Fulton County, Pennsylvania",Fulton,PA-509,42057
PA,Pennsylvania,"Greene County, Pennsylvania",Greene,PA-601,42059
PA,Pennsylvania,"Huntingdon County, Pennsylvania",Huntingdon,PA-509,42061
PA,Pennsylvania,"Indiana County, Pennsylvania",Indiana,PA-601,42063
PA,Pennsylvania,"Jefferson County, Pennsylvania",Jefferson,PA-601,42065
PA,Pennsylvania,"Juniata County, Pennsylvania",Juniata,PA-509,42067
PA,Pennsylvania,"Lackawanna County, Pennsylvania",Lackawanna,PA-508,42069
PA,Pennsylvania,"Lancaster County, Pennsylvania",Lancaster,PA-510,42071
PA,Pennsylvania,"Lawrence County, Pennsylvania",Lawrence,PA-601,42073
PA,Pennsylvania,"Lebanon County, Pennsylvania",Lebanon,PA-509,42075
PA,Pennsylvania,"Lehigh County, Pennsylvania",Lehigh,PA-509,42077
PA,Pennsylvania,"Luzerne County, Pennsylvania",Luzerne,PA-503,42079
PA,Pennsylvania,"Lycoming County, Pennsylvania",Lycoming,PA-509,42081
PA,Pennsylvania,"McKean County, Pennsylvania",McKean,PA-601,42083
PA,Pennsylvania,"Mercer County, Pennsylvania",Mercer,PA-601,42085
PA,Pennsylvania,"Mifflin County, Pennsylvania",Mifflin,PA-509,42087
PA,Pennsylvania,"Monroe County, Pennsylvania",Monroe,PA-509,42089
PA,Pennsylvania,"Montgomery County, Pennsylvania",Montgomery,PA-504,42091
PA,Pennsylvania,"Montour County, Pennsylvania",Montour,PA-509,42093
PA,Pennsylvania,"Northampton County, Pennsylvania",Northampton,PA-509,42095
PA,Pennsylvania,"Northumberland County, Pennsylvania",Northumberland,PA-509,42097
PA,Pennsylvania,"Perry County, Pennsylvania",Perry,PA-509,42099
PA,Pennsylvania,"Philadelphia County, Pennsylvania",Philadelphia,PA-500,42101
PA,Pennsylvania,"Pike County, Pennsylvania",Pike,PA-509,42103
PA,Pennsylvania,"Potter County, Pennsylvania",Potter,PA-601,42105
PA,Pennsylvania,"Schuylkill County, Pennsylvania",Schuylkill,PA-509,42107
PA,Pennsylvania,"Snyder County, Pennsylvania",Snyder,PA-509,42109
PA,Pennsylvania,"Somerset County, Pennsylvania",Somerset,PA-509,42111
PA,Pennsylvania,"Sullivan County, Pennsylvania",Sullivan,PA-509,42113
PA,Pennsylvania,"Susquehanna County, Pennsylvania",Susquehanna,PA-509,42115
PA,Pennsylvania,"Tioga County, Pennsylvania",Tioga,PA-509,42117
PA,Pennsylvania,"Union County, Pennsylvania",Union,PA-509,42119
PA,Pennsylvania,"Venango County, Pennsylvania",Venango,PA-601,42121
PA,Pennsylvania,"Warren County, Pennsylvania",Warren,PA-601,42123
PA,Pennsylvania,"Washington County, Pennsylvania",Washington,PA-601,42125
PA,Pennsylvania,"Wayne County, Pennsylvania",Wayne,PA-509,42127
PA,Pennsylvania,"Westmoreland County, Pennsylvania",Westmoreland,PA-601,42129
PA,Pennsylvania,"Wyoming County, Pennsylvania",Wyoming,PA-509,42131
PA,Pennsylvania,"York County, Pennsylvania",York,PA-512,42133
PR,Puerto Rico,"Adjuntas Municipio, Puerto Rico",Adjuntas,PR-503,72001
PR,Puerto Rico,"Aguada Municipio, Puerto Rico",Aguada,PR-503,72003
PR,Puerto Rico,"Aguadilla Municipio, Puerto Rico",Aguadilla,PR-503,72005
PR,Puerto Rico,"Aguas Buenas Municipio, Puerto Rico",Aguas Buenas,PR-503,72007
PR,Puerto Rico,"Aibonito Municipio, Puerto Rico",Aibonito,PR-502,72009
PR,Puerto Rico,"Añasco Municipio, Puerto Rico",Anasco,PR-503,72011
PR,Puerto Rico,"Arecibo Municipio, Puerto Rico",Arecibo,PR-502,72013
PR,Puerto Rico,"Arroyo Municipio, Puerto Rico",Arroyo,PR-503,72015
PR,Puerto Rico,"Barceloneta Municipio, Puerto Rico",Barceloneta,PR-502,72017
PR,Puerto Rico,"Barranquitas Municipio, Puerto Rico",Barranquitas,PR-502,72019
PR,Puerto Rico,"Bayamón Municipio, Puerto Rico",Bayamón,PR-502,72021
PR,Puerto Rico,"Cabo Rojo Municipio, Puerto Rico",Cabo Rojo,PR-503,72023
PR,Puerto Rico,"Caguas Municipio, Puerto Rico",Caguas,PR-503,72025
PR,Puerto Rico,"Camuy Municipio, Puerto Rico",Camuy,PR-502,72027
PR,Puerto Rico,"Canóvanas Municipio, Puerto Rico",Canóvanas,PR-503,72029
PR,Puerto Rico,"Carolina Municipio, Puerto Rico",Carolina,PR-502,72031
PR,Puerto Rico,"Cataño Municipio, Puerto Rico",Cataño,PR-502,72033
PR,Puerto Rico,"Cayey Municipio, Puerto Rico",Cayey,PR-503,72035
PR,Puerto Rico,"Ceiba Municipio, Puerto Rico",Ceiba,PR-503,72037
